uat.siruta,county.code,cc
155662,TM,tm
155957,TM,tm
155724,TM,tm
155760,TM,tm
155797,TM,tm
155840,TM,tm
155911,TM,tm
159366,TM,tm
156035,TM,tm
156106,TM,tm
156151,TM,tm
159516,TM,tm
156213,TM,tm
156259,TM,tm
156277,TM,tm
159375,TM,tm
156311,TM,tm
156437,TM,tm
156473,TM,tm
156534,TM,tm
156589,TM,tm
156623,TM,tm
156669,TM,tm
159384,TM,tm
156712,TM,tm
156767,TM,tm
155261,TM,tm
156927,TM,tm
159393,TM,tm
157004,TM,tm
157031,TM,tm
159400,TM,tm
155289,TM,tm
157193,TM,tm
157246,TM,tm
157273,TM,tm
155314,TM,tm
157317,TM,tm
159419,TM,tm
159428,TM,tm
157362,TM,tm
157424,TM,tm
157451,TM,tm
157497,TM,tm
159491,TM,tm
157530,TM,tm
157585,TM,tm
157683,TM,tm
157736,TM,tm
157781,TM,tm
157834,TM,tm
157898,TM,tm
157923,TM,tm
157969,TM,tm
158010,TM,tm
159525,TM,tm
159437,TM,tm
159446,TM,tm
158065,TM,tm
158109,TM,tm
159507,TM,tm
158136,TM,tm
158181,TM,tm
158243,TM,tm
158396,TM,tm
158449,TM,tm
159455,TM,tm
158528,TM,tm
158564,TM,tm
158653,TM,tm
158699,TM,tm
158733,TM,tm
158608,TM,tm
158779,TM,tm
159464,TM,tm
158804,TM,tm
158859,TM,tm
158895,TM,tm
159473,TM,tm
158966,TM,tm
159035,TM,tm
159071,TM,tm
159142,TM,tm
159213,TM,tm
159482,TM,tm
159259,TM,tm
159339,TM,tm
